公司名称,股票代码,处罚年份,舞弊类型,公告日期,公告年份
武汉当代科技产业集团股份有限公司,600079,2017,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
江苏中利集团股份有限公司,2309,2017,虚构利润、虚假记载(误导性陈述)、违规担保、其他,2024/5/14,2024
江苏宏图高科技股份有限公司,600122,2017,虚构利润、其他,2023/4/19,2023
江苏汇鸿国际集团股份有限公司,600981,2017,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/6/21,2022
江苏舜天股份有限公司,600287,2017,虚构利润、虚假记载(误导性陈述)、其他,2023/7/3,2023
江西奇信集团股份有限公司,2781,2017,虚假记载(误导性陈述),2023/4/20,2023
沈阳机床股份有限公司,410,2017,一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2021/1/23,2021
河南新野纺织股份有限公司,2087,2017,虚构利润、虚列资产、虚假记载(误导性陈述)、其他,2024/4/28,2024
浙江方正电机股份有限公司,2196,2017,重大遗漏,2024/2/6,2024
浙江清风原生文化有限公司,835,2017,虚构利润、虚假记载(误导性陈述)、重大遗漏、违规担保、其他,2022/2/15,2022
浙江瀚叶股份有限公司,600226,2017,推迟披露、重大遗漏、违规担保,2021/12/28,2021
浙江维康药业股份有限公司,300878,2017,其他,2024/4/19,2024
海南众合恒峰一号投资管理合伙企业(有限合伙),600818,2017,重大遗漏、其他,2024/1/19,2024
海南海药股份有限公司,566,2017,一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 重大遗漏,2020/11/10,2020
海洋国际旅行社有限责任公司,600090,2017,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
深圳大通实业股份有限公司,38,2017,虚假记载(误导性陈述)、其他,2023/12/29,2023
深圳富裕控股有限公司,2164,2017,虚假记载(误导性陈述)、其他,2022/3/15,2022
深圳市中恒汇志投资有限公司,600654,2017,其他,2022/3/9,2022
深圳市中装建设集团股份有限公司,2822,2017,虚构利润、其他,2025/3/24,2025
深圳市年富供应链有限公司,2164,2017,虚假记载(误导性陈述)、其他,2022/3/15,2022
深圳市易楚投资管理有限公司,600145,2017,重大遗漏、占用公司资产、其他,2022/4/27,2022
深圳市特发信息股份有限公司,70,2017,虚构利润、虚假记载(误导性陈述)、其他,2024/5/13,2024
深圳市索菱实业股份有限公司,2766,2017,虚假记载(误导性陈述),2021/3/18,2021
深圳市证通电子股份有限公司,2197,2017,虚构利润,2024/9/5,2024
深圳翰宇药业股份有限公司,300199,2017,推迟披露、其他; 推迟披露、其他; 推迟披露、一般会计处理不当、其他; 一般会计处理不当; 其他,2021/1/7,2021
湖北京山轻工机械股份有限公司,821,2017,虚假记载(误导性陈述),2022/2/23,2022
湖北凯乐科技股份有限公司,600260,2017,虚构利润、虚假记载(误导性陈述)、其他,2022/12/3,2022
湖北同济堂投资控股有限公司,600090,2017,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
湖北同济堂科技有限公司,600090,2017,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
湖北国创高新材料股份有限公司,2377,2017,重大遗漏、占用公司资产、一般会计处理不当、其他,2021/2/10,2021
湖南景峰医药股份有限公司,908,2017,虚构利润、虚列资产、擅自改变资金用途,2023/9/13,2023
湛江国联水产开发股份有限公司,300094,2017,推迟披露,2022/5/29,2022
福建三木集团股份有限公司,632,2017,虚假记载(误导性陈述),2023/12/31,2023
福建浔兴拉链科技股份有限公司,2098,2017,虚构利润,2021/8/7,2021
福建省永安林业(集团)股份有限公司,663,2017,虚构利润,2020/5/8,2020
福建省爱迪尔珠宝实业股份有限公司,2740,2017,虚构利润、重大遗漏,2022/2/14,2022
科达制造股份有限公司,600499,2017,重大遗漏、占用公司资产、其他; 重大遗漏、占用公司资产、其他; 重大遗漏、其他; 重大遗漏、其他; 虚构利润、重大遗漏、其他; 虚构利润、重大遗漏、其他; 虚构利润、其他; 虚假记载(误导性陈述)、其他,2025/10/31,2025
红相股份有限公司,300427,2017,虚构利润、其他,2024/2/28,2024
美尚生态景观股份有限公司,300495,2017,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2023/7/14,2023
航天通信控股集团股份有限公司,600677,2017,虚假记载(误导性陈述)、其他,2021/11/5,2021
苏亚金诚会计师事务所(特殊普通合伙),600287,2017,虚假记载(误导性陈述)、其他,2025/3/5,2025
苏州天沃科技股份有限公司,2564,2017,虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他,2024/4/26,2024
苏州胜利精密制造科技股份有限公司,2426,2017,一般会计处理不当; 一般会计处理不当; 其他; 一般会计处理不当、其他; 其他,2020/11/20,2020
蓝盾信息安全技术股份有限公司,300297,2017,虚构利润、其他,2022/8/19,2022
藏格控股股份有限公司,408,2017,虚构利润,2020/12/18,2020
西藏发展股份有限公司,752,2017,虚假记载(误导性陈述)、推迟披露、重大遗漏、其他,2024/12/10,2024
西藏盛邦控股有限公司,752,2017,推迟披露、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、违规担保、其他; 重大遗漏、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、重大遗漏、占用公司资产、其他; 推迟披露、重大遗漏、其他; 其他,2025/1/22,2025
西藏藏格创业投资集团有限公司,408,2017,虚构利润,2020/12/18,2020
诺贝丰(中国)农业有限公司,2470,2017,虚构利润、虚假记载(误导性陈述)、其他,2022/8/5,2022
贤丰控股股份有限公司,2141,2017,推迟披露、其他,2021/1/6,2021
贤丰控股集团有限公司,2141,2017,推迟披露、其他,2021/1/6,2021
贵州益佰制药股份有限公司,600594,2017,推迟披露、一般会计处理不当,2021/6/9,2021
赣州森昕股权投资合伙企业(有限合伙),603111,2017,虚构利润、占用公司资产,2020/12/31,2020
郑州华晶金刚石股份有限公司,300064,2017,虚列资产、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2021/8/16,2021
金正大生态工程集团股份有限公司,2470,2017,虚构利润、虚假记载(误导性陈述),2022/1/20,2022
金通灵科技集团股份有限公司,300091,2017,虚构利润,2023/11/21,2023
长城国际动漫游戏股份有限公司,835,2017,虚构利润、虚假记载(误导性陈述)、重大遗漏、违规担保、其他,2022/2/15,2022
陕西航天动力高科技股份有限公司,600343,2017,虚假记载(误导性陈述)、其他,2023/6/3,2023
鹏博士电信传媒集团股份有限公司,600804,2017,虚构利润、虚列资产、虚假记载(误导性陈述),2024/3/29,2024
黑牡丹(集团)股份有限公司,600510,2017,虚构利润,2023/5/13,2023
三胞集团有限公司,600122,2018,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2023/4/19,2023
上海中路(集团)有限公司,600818,2018,推迟披露、重大遗漏、其他,2024/1/19,2024
上海凤凰企业(集团)股份有限公司,600679,2018,一般会计处理不当、其他,2024/1/20,2024
上海和鹰实业发展有限公司,600525,2018,虚构利润、虚假记载(误导性陈述)、其他,2020/12/23,2020
上海国之杰投资发展有限公司,600816,2018,推迟披露、其他,2022/6/10,2022
上海复旦复华科技股份有限公司,600624,2018,虚假记载(误导性陈述),2024/3/20,2024
上海太和水科技发展股份有限公司,605081,2018,虚构利润、其他,2023/7/12,2023
上海实业发展股份有限公司,600748,2018,虚构利润、虚假记载(误导性陈述)、其他,2024/4/11,2024
上海富控互动娱乐股份有限公司,600634,2018,虚假记载(误导性陈述)、推迟披露、重大遗漏、一般会计处理不当、其他,2021/9/15,2021
上海巴安水务股份有限公司,300262,2018,其他; 推迟披露、一般会计处理不当; 一般会计处理不当; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当; 擅自改变资金用途,2022/2/15,2022
上海王信投资有限公司,600525,2018,虚构利润、虚假记载(误导性陈述)、其他,2020/12/23,2020
上海贵酒股份有限公司,600696,2018,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/20,2024
东华软件股份公司,2065,2018,一般会计处理不当、其他,2021/12/16,2021
东旭集团有限公司,40,2018,虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、欺诈上市、其他,2025/3/29,2025
东旭集团有限公司,2486,2018,虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、欺诈上市、其他,2025/3/29,2025
东莞勤上光电股份有限公司,2638,2018,重大遗漏、其他,2022/1/6,2022
东莞市众旺昕股权投资合伙企业(有限合伙),603111,2018,虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、违规担保、其他,2020/12/31,2020
中兴财光华会计师事务所(特殊普通合伙),600146,2018,一般会计处理不当、其他,2021/5/31,2021
中勤万信会计师事务所(特殊普通合伙),300109,2018,一般会计处理不当、其他,2021/12/31,2021
中天运会计师事务所(特殊普通合伙),300495,2018,虚假记载(误导性陈述)、重大遗漏、其他,2024/2/1,2024
中安科股份有限公司,600654,2018,其他,2022/3/9,2022
中审众环会计师事务所(特殊普通合伙),523,2018,虚构利润、虚列资产,2023/8/10,2023
中庚置业集团有限公司,600753,2018,虚构利润、一般会计处理不当,2023/9/21,2023
中路股份有限公司,600818,2018,推迟披露、重大遗漏、其他,2024/1/19,2024
九江嘉柏实业有限公司,2164,2018,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2022/3/15,2022
云南九天投资控股集团有限公司,600093,2018,虚构利润、虚假记载(误导性陈述)、重大遗漏,2022/4/20,2022
云南罗平锌电股份有限公司,2114,2018,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
人福医药集团股份公司,600079,2018,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
伊犁远音新能源技术有限公司,976,2018,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
众华会计师事务所(特殊普通合伙),2564,2018,虚假记载(误导性陈述)、重大遗漏、其他,2025/1/6,2025
光大嘉宝股份有限公司,600622,2018,推迟披露、违规担保、其他; 推迟披露、违规担保、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2025/4/30,2025
公证天业会计师事务所(特殊普通合伙),890,2018,一般会计处理不当、其他,2021/2/26,2021
兴源环境科技股份有限公司,300266,2018,虚假记载(误导性陈述)、其他,2023/10/31,2023
内蒙古西水创业股份有限公司,600291,2018,推迟披露、重大遗漏、其他,2024/9/2,2024
北京中腾物联科技发展有限公司,976,2018,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京信威科技集团股份有限公司,600485,2018,虚假记载(误导性陈述)、其他,2024/3/12,2024
北京合众思壮科技股份有限公司,2383,2018,虚构利润、虚假记载(误导性陈述)、其他,2023/5/22,2023
北京康吉森自动化设备技术有限责任公司,976,2018,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
